recipe,ingredient,quantity
Cá Kèo Chiên Chấm Tương Bần,Nước chanh,1M
Cá Kèo Chiên Chấm Tương Bần,Ớt hiểm xanh băm,1M
Cá Kèo Chiên Chấm Tương Bần,Tỏi băm,1M
Cá Kèo Chiên Chấm Tương Bần,Sả băm,1M
Cá Kèo Chiên Chấm Tương Bần,Mè trắng rang giã,2M
Cá Kèo Chiên Chấm Tương Bần,"Muối, đường, dầu ăn",
Canh Đọt Khổ Qua Rừng Tôm Thả,Đọt khổ qua rừng,200g
Canh Đọt Khổ Qua Rừng Tôm Thả,Tôm thẻ nhỏ,150g
Canh Đọt Khổ Qua Rừng Tôm Thả,Hành lá,2 cọng
Canh Đọt Khổ Qua Rừng Tôm Thả,Nước dùng,1.2 lít
Canh Đọt Khổ Qua Rừng Tôm Thả,"Muối, tiêu sọ bể, đường, bột năng",
Canh Đọt Khổ Qua Rừng Tôm Thả,Nước mắm,
Cá Cuốn Tôm Chiên Xốt Quả Bơ,Cá chẽm phi lê tươi,300g
Cá Cuốn Tôm Chiên Xốt Quả Bơ,"Tôm đất to bỏ vỏ, chừa đuôi",100g
Cá Cuốn Tôm Chiên Xốt Quả Bơ,Bơ chín,1/2 quả
Cá Cuốn Tôm Chiên Xốt Quả Bơ,Dưa nụ ngâm chua,1M
Cá Cuốn Tôm Chiên Xốt Quả Bơ,Sữa tươi có đường,1M
Cá Cuốn Tôm Chiên Xốt Quả Bơ,Nước cốt chanh,1M
Cá Cuốn Tôm Chiên Xốt Quả Bơ,"Húng lủi, ớt sợi",
Cá Cuốn Tôm Chiên Xốt Quả Bơ,"Muối, tiêu, dầu ăn",
Canh Rong Biển Thịt Bò,Thịt bò mềm,100g
Canh Rong Biển Thịt Bò,Rong biển khô,10g (wakame)
Canh Rong Biển Thịt Bò,Bí đỏ,200g
Canh Rong Biển Thịt Bò,Nấm kim châm,50g
Canh Rong Biển Thịt Bò,Hành tím băm,1M
Canh Rong Biển Thịt Bò,Ngò rí,
Canh Rong Biển Thịt Bò,"Tiêu, muối, dầu ăn",
Gỏi Bò Rau Mầm,Thịt bò file,250g
Gỏi Bò Rau Mầm,Rau mầm,150g
Gỏi Bò Rau Mầm,Cà chua bi,100g
Gỏi Bò Rau Mầm,Hành tây tím,1 củ nhỏ
Gỏi Bò Rau Mầm,Ớt sừng cắt sợi,1 trái
Gỏi Bò Rau Mầm,"Mè rang, bánh phồng tôm",
Gỏi Bò Rau Mầm,"Hành tím phi, tỏi băm, ớt băm",
Gỏi Bò Rau Mầm,"Đường, muối, tương ớt, dầu mè, dầu ăn",
Bắp Bò Kho Thơm,Bắp bò,500g
Bắp Bò Kho Thơm,Thơm,1/4 trái
Bắp Bò Kho Thơm,Củ sen gọt vỏ,150g
Bắp Bò Kho Thơm,Cà chua bi,50g
Bắp Bò Kho Thơm,Hành tím,10 củ
Bắp Bò Kho Thơm,Ớt sừng,1 trái
Bắp Bò Kho Thơm,Nước dừa tươi,1 trái
Bắp Bò Kho Thơm,"Gừng cắt sợi, tỏi băm, sả cây, ngò rí",
Bắp Bò Kho Thơm,"Ớt bột, hoa hồi, quế chi",
Bắp Bò Kho Thơm,"Muối, đường, rượu trắng, dầu màu điều",
Chân Giò Kho Tương Sả,Thịt chân giò rút xương,700g
Chân Giò Kho Tương Sả,Cà tím,2 trái
Chân Giò Kho Tương Sả,Nước dừa tươi,1 trái
Chân Giò Kho Tương Sả,Nước cốt dừa,1/2 chén
Chân Giò Kho Tương Sả,"Ớt Đà Lạt đỏ, vàng",1/2 trái (mỗi loại)
Chân Giò Kho Tương Sả,Hành tây,1/2 củ
Chân Giò Kho Tương Sả,Sả cây,4 cây
Chân Giò Kho Tương Sả,Tương hột,1 chén
Chân Giò Kho Tương Sả,"Hành tím củ, nước hành tỏi, nước sả, ớt hiểm",
Chân Giò Kho Tương Sả,"Đường, ớt bột, dầu điều",
Khổ Qua Chiên Me Cay,Khổ qua xanh,500g
Khổ Qua Chiên Me Cay,Đậu hũ chiên,1 miếng
Khổ Qua Chiên Me Cay,Cà rốt,100g
Khổ Qua Chiên Me Cay,Nước cốt me,1/2 chén
Khổ Qua Chiên Me Cay,Ớt hiểm băm,1m
Khổ Qua Chiên Me Cay,Mè rang,30g
Khổ Qua Chiên Me Cay,Bột năng/ bột mì,30g
Khổ Qua Chiên Me Cay,Boa-rô,1 cây
Khổ Qua Chiên Me Cay,"Đường, dầu ăn",
Miến Xào Hến Xốt Me,Miến đậu xanh đã ngâm nở,250g
Miến Xào Hến Xốt Me,Thịt hến,150g
Miến Xào Hến Xốt Me,Thịt nạc vai,100g
Miến Xào Hến Xốt Me,Ớt Đà lạt đỏ vàng cắt sợi,1/4 trái mỗi loại
Miến Xào Hến Xốt Me,Giá sống,50g
Miến Xào Hến Xốt Me,Hẹ cắt khúc,5cm 1 chén
Miến Xào Hến Xốt Me,Cà rốt cắt sợi,50g
Miến Xào Hến Xốt Me,Ớt hiểm băm,2 trái
Miến Xào Hến Xốt Me,"Nước cốt me, hành lá, ớt sừng cắt sợi",
Miến Xào Hến Xốt Me,"Gừng băm, hành tỏi băm, hành phi",
Miến Xào Hến Xốt Me,"Tiêu, muối, đường, dầu ăn",
Cá Rô Phi Kho Lá Lốt,Cá rô phi,500g
Cá Rô Phi Kho Lá Lốt,Lá lốt,100g
Cá Rô Phi Kho Lá Lốt,Thịt ba chỉ,200g
Cá Rô Phi Kho Lá Lốt,Nước dừa tươi,1/2 lít
Cá Rô Phi Kho Lá Lốt,"Hành tỏi băm, ớt hiểm",
Cá Rô Phi Kho Lá Lốt,"Tiêu, đường, nước mắm, dầu ăn",
Canh Chua Cá Củ Thì Là,Cá chim,1 con (350g)
Canh Chua Cá Củ Thì Là,Đậu bắp,100g
Canh Chua Cá Củ Thì Là,Giá sống,100g
Canh Chua Cá Củ Thì Là,Cà chua,1 quả
Canh Chua Cá Củ Thì Là,Thơm,1/4 quả
Canh Chua Cá Củ Thì Là,Củ thì là (fennel),1 củ
Canh Chua Cá Củ Thì Là,"Hành lá, ớt sừng cắt lát",
Canh Chua Cá Củ Thì Là,Tỏi phi dầu,
Canh Chua Cá Củ Thì Là,"Dầu ăn, muối",
Salad Đậu Cay,Đậu hũ chiên,1 miếng
Salad Đậu Cay,Bắp bò hoa,200g
Salad Đậu Cay,Xà lách carol,100g
Salad Đậu Cay,Giá sống,100g
Salad Đậu Cay,Cà rốt,100g
Salad Đậu Cay,Poa rô cắt khúc,3cm
Salad Đậu Cay,Rau quế,
Salad Đậu Cay,"Tỏi băm, ớt băm",
Salad Đậu Cay,Mè rang,
Salad Đậu Cay,"Tiêu, đường, tương ớt Hàn Quốc",
Canh Chua Gà Bông So Đũa,Gà chặt miếng,300g
Canh Chua Gà Bông So Đũa,Bông so đũa,300g
Canh Chua Gà Bông So Đũa,Cà chua,1 trái
Canh Chua Gà Bông So Đũa,Thơm,1/4 trái
Canh Chua Gà Bông So Đũa,Đậu bắp,5 trái
Canh Chua Gà Bông So Đũa,Bạc hà,1 cây
Canh Chua Gà Bông So Đũa,Nước cốt me,1 chén
Canh Chua Gà Bông So Đũa,"Rau om, ngò gai",
Canh Chua Gà Bông So Đũa,"Hành tỏi băm, tỏi phi, ớt hiểm",
Canh Chua Gà Bông So Đũa,"Tiêu, muối, đường, nước mắm, dầu ăn",
Mì Soba Xào Kiểu Nhật,Mì Soba tươi,300g
Mì Soba Xào Kiểu Nhật,Thịt ba chỉ,200g
Mì Soba Xào Kiểu Nhật,Bông hẹ,50g
Mì Soba Xào Kiểu Nhật,Giá sống,100g
Mì Soba Xào Kiểu Nhật,Cà rốt,50g
Mì Soba Xào Kiểu Nhật,Hành tây tím,1/2 củ
Mì Soba Xào Kiểu Nhật,Hành boa-rô,1 khúc 10cm
Mì Soba Xào Kiểu Nhật,Ớt sừng,1 trái (1/2m)
Mì Soba Xào Kiểu Nhật,"Tỏi băm, hành tím băm",
Mì Soba Xào Kiểu Nhật,"Tiêu, xốt Okonomiyaki, dầu ăn, dầu mè",
Bánh Khoai Tây Chiên Xù,Khoai tây,2 củ (~250)
Bánh Khoai Tây Chiên Xù,Thịt ba rọi xông khói,50g
Bánh Khoai Tây Chiên Xù,Phô mai cheddar,100g
Bánh Khoai Tây Chiên Xù,Hẹ lá,30g
Bánh Khoai Tây Chiên Xù,Tỏi băm,1m
Bánh Khoai Tây Chiên Xù,Rau húng quế cắt nhỏ,1M
Bánh Khoai Tây Chiên Xù,"Tiêu, bột xù, tương cà, dầu ăn",
Mì Căn Nhồi Rô Ti,Mì căn cuốn ống,4 cây
Mì Căn Nhồi Rô Ti,Đậu hũ trắng,1/2 miếng
Mì Căn Nhồi Rô Ti,Giò sống chay,100g
Mì Căn Nhồi Rô Ti,Nước dừa tươi,1 trái
Mì Căn Nhồi Rô Ti,Hành boa-rô,2 cây
Mì Căn Nhồi Rô Ti,Rau răm,1 nắm
Mì Căn Nhồi Rô Ti,Sả cây,4 khúc
Mì Căn Nhồi Rô Ti,"Bánh mì, ớt cắt lát",
Mì Căn Nhồi Rô Ti,"Tiêu, bột ngũ vị hương, đường",
Mì Căn Nhồi Rô Ti,"Dầu ăn, màu dầu điều",
Bò Kho Khoai Sọ,Thịt cổ bò,500g
Bò Kho Khoai Sọ,Khoai sọ,400g
Bò Kho Khoai Sọ,Boa-rô cắt khúc,3cm 5 khúc
Bò Kho Khoai Sọ,Ketchup,1M
Bò Kho Khoai Sọ,Rượu vang đỏ,2M
Bò Kho Khoai Sọ,Nước dừa tươi,1lít
Bò Kho Khoai Sọ,"Ngò gai, tiêu xay, tỏi băm, bột nghệ, dầu ăn",
Thăn Bò Nướng,Thăn bò,400g
Thăn Bò Nướng,Lê xay nhuyễn,1 trái
Thăn Bò Nướng,Hành tây xay nhuyễn,1/2 củ
Thăn Bò Nướng,Tỏi bằm nhuyễn,2M
Thăn Bò Nướng,Tương hột băm,1/2 chén nhỏ
Thăn Bò Nướng,Ớt bằm,1M
Thăn Bò Nướng,Gừng mài hoặc xay,2m
Thăn Bò Nướng,Hành lá xanh cắt nhỏ,1/2 chén nhỏ
Thăn Bò Nướng,"Dầu mè, đường, mè trắng rang giã bể",
Bò Xào Nấm Mỡ,Thịt bò phi lê,200g
Bò Xào Nấm Mỡ,Nấm mỡ,100g
Bò Xào Nấm Mỡ,"Bông cải xanh, trắng mỗi loại",100g
Bò Xào Nấm Mỡ,"Ớt chuông vàng, đỏ mỗi loại",1/4 quả
Bò Xào Nấm Mỡ,Hành tây,1/2 củ
Bò Xào Nấm Mỡ,"Mè trắng rang, dầu oliu, hành tỏi băm, ngò rí",
Bò Xào Nấm Mỡ,"Muối, tiêu, ớt cắt lát",
Bánh Tráng Cuộn Rau Rừng,Bánh tráng bột gạo,4 cái
Bánh Tráng Cuộn Rau Rừng,Bánh tráng bột gạo nướng,4 cái
Bánh Tráng Cuộn Rau Rừng,Thịt heo phần nách,200g
Bánh Tráng Cuộn Rau Rừng,Trứng vịt luộc,4 cái
Bánh Tráng Cuộn Rau Rừng,Thơm băm nhuyễn,1 chén nhỏ
Bánh Tráng Cuộn Rau Rừng,Chả lụa,100g
Bánh Tráng Cuộn Rau Rừng,Nước cốt chanh,1m
Bánh Tráng Cuộn Rau Rừng,"Tỏi băm, ớt băm, hành tím, sả băm",
Bánh Tráng Cuộn Rau Rừng,Ăn kèm,rau rừng
Bánh Tráng Cuộn Rau Rừng,"Dầu ăn, mắm nêm, nước nắm, mật ong, đường",
Bánh Qui Chay Tam Sắc,Bột nếp,300g
Bánh Qui Chay Tam Sắc,Đậu hũ non,1 miếng
Bánh Qui Chay Tam Sắc,Chả lụa chay cắt hạt lựu nhỏ,50g
Bánh Qui Chay Tam Sắc,Nước từ lá chùm ngây,100ml
Bánh Qui Chay Tam Sắc,Nước từ lá cẩm,100ml
Bánh Qui Chay Tam Sắc,"Củ năng, cà rốt, nấm hương, nấm mèo",2M mỗi loại cắt nhỏ
Bánh Qui Chay Tam Sắc,"Kiệu chua cắt sợi hoặc đồ chua, ớt hiểm băm, hành boa rô bào Dầu mè, dầu ăn, muối, tiêu",
Gà Hầm Tứ Quý,Gà ta,1/2 con 700g
Gà Hầm Tứ Quý,Hạt sen tươi,100g
Gà Hầm Tứ Quý,Táo đỏ còn hạt,100g
Gà Hầm Tứ Quý,Mì luộc xốc mỡ tỏi,300g
Gà Hầm Tứ Quý,Nấm hương,50g
Gà Hầm Tứ Quý,Củ năng,5 củ
Gà Hầm Tứ Quý,Nước dừa tươi,2 lít
Gà Hầm Tứ Quý,"Hành lá, ngò rí, mì trứng",
Gà Hầm Tứ Quý,"Muối, tiêu, đường, nước hành tỏi, củ hành nướng",
Lẩu Bò Chua Cay,Thịt nạm bò,500g
Lẩu Bò Chua Cay,Thịt bò phi lê,500g
Lẩu Bò Chua Cay,Nước dùng bò,2 lít
Lẩu Bò Chua Cay,Khoai môn cao,300g
Lẩu Bò Chua Cay,Tàu hủ ky chiên,2 lá
Lẩu Bò Chua Cay,"Quế, tai vị rang thơm",30g
Lẩu Bò Chua Cay,Chao,8 viên
Lẩu Bò Chua Cay,Sa tế,2M
Lẩu Bò Chua Cay,Ớt hiểm,4 trái
Lẩu Bò Chua Cay,"Cải xanh, tần ô",
Lẩu Bò Chua Cay,Mì trứng luộc xốc tỏi,
Cá Nục Chiên Xốt Mè Wasabi,Cá nục,2 con (khoảng 400g)
Cá Nục Chiên Xốt Mè Wasabi,Cải thảo (phần lá),100g
Cá Nục Chiên Xốt Mè Wasabi,Cà rốt,50g
Cá Nục Chiên Xốt Mè Wasabi,Rau mầm,50g
Cá Nục Chiên Xốt Mè Wasabi,Mè rang giã dập,2M
Cá Nục Chiên Xốt Mè Wasabi,Nước cốt chanh,1m
Cá Nục Chiên Xốt Mè Wasabi,Gừng,1 củ
Cá Nục Chiên Xốt Mè Wasabi,Ớt sừng cắt sợi,1 ít
Cá Nục Chiên Xốt Mè Wasabi,"Rau răm Wasabi, dầu mè, tiêu, dầu ăn",
Rau Củ Xào Thịt Cua,Thịt càng cua,150g
Rau Củ Xào Thịt Cua,Dưa leo,2 trái
Rau Củ Xào Thịt Cua,Nấm mèo,2 tai
Rau Củ Xào Thịt Cua,Thơm,1/4 trái
Rau Củ Xào Thịt Cua,Cà chua bi,50 g
Rau Củ Xào Thịt Cua,Húng quế,1 ít Ớt sừng cắt sợi
Rau Củ Xào Thịt Cua,"Muối, đường, tiêu, rượu trắng, gừng đập dập, tỏi băm, dầu ăn, dầu gấc",
Cá Bớp Chiên Giòn Xốt Chanh,Cá bớp phi lê,300g
Cá Bớp Chiên Giòn Xốt Chanh,Xà lách Mỹ,50g
Cá Bớp Chiên Giòn Xốt Chanh,Dưa leo,1 quả
Cá Bớp Chiên Giòn Xốt Chanh,Cà chua,1 quả
Cá Bớp Chiên Giòn Xốt Chanh,Chanh vàng,1 quả
Cá Bớp Chiên Giòn Xốt Chanh,Húng lủi,1 ít
Cá Bớp Chiên Giòn Xốt Chanh,"Nước mắm, dầu ăn, tiêu",
Salad Romain Tôm Chiên,Tôm sú lột vỏ chừa đuôi,150g
Salad Romain Tôm Chiên,Cà chua bi,10 quả
Salad Romain Tôm Chiên,Dưa chuột muối chua,30g
Salad Romain Tôm Chiên,Xà lách Romain,100g
Salad Romain Tôm Chiên,Cải mầm,50g
Salad Romain Tôm Chiên,Củ cải rađi cắt lát ngâm nước lạnh,50g
Salad Romain Tôm Chiên,"Dầu ăn, sữa đặc, mù tạt vàng, tương ớt, nước cốt chanh",1m
Canh Cua Rau Nhút,Cua đồng,500g
Canh Cua Rau Nhút,Rau nhút (rau rút),150g
Canh Cua Rau Nhút,Rau muống,100g
Canh Cua Rau Nhút,Khoai sọ nhỏ,150g
Canh Cua Rau Nhút,Hành tím,20g
Canh Cua Rau Nhút,"Tiêu xay, đường, nước mắm, dầu ăn",
Cá Lăng Kho Chuối Và Tai Chua,Cá lăng,500g
Cá Lăng Kho Chuối Và Tai Chua,Thịt ba chỉ,100g
Cá Lăng Kho Chuối Và Tai Chua,Chuối xanh,2 trái
Cá Lăng Kho Chuối Và Tai Chua,Lá trà xanh,10 lá
Cá Lăng Kho Chuối Và Tai Chua,Nước trà xanh,1 tô
Cá Lăng Kho Chuối Và Tai Chua,Ớt sừng,2 trái
Cá Lăng Kho Chuối Và Tai Chua,Tai chua,30g
Cá Lăng Kho Chuối Và Tai Chua,"Riềng, nước nghệ, hành ngò, nước màu, nước cốt chanh",
Cá Lăng Kho Chuối Và Tai Chua,"Tiêu, ớt bột, nước mắm, muối, đường",
Nấm Đùi Gà Kho Măng Tây,Nấm đùi gà,100g
Nấm Đùi Gà Kho Măng Tây,Măng tây cọng to,100g
Nấm Đùi Gà Kho Măng Tây,Đậu hũ chiên,1 miếng
Nấm Đùi Gà Kho Măng Tây,Thơm,1/4 trái
Nấm Đùi Gà Kho Măng Tây,Ớt hiểm,2 trái
Nấm Đùi Gà Kho Măng Tây,Nước dừa tươi,1 chén
Nấm Đùi Gà Kho Măng Tây,"Boa-rô băm để riêng gốc và lá, gừng cắt sợi.",
Nấm Đùi Gà Kho Măng Tây,"Muối, đường, tiêu, màu dầu điều",
Mực Nhồi Gạo Lức Rim,Mực ống,400g
Mực Nhồi Gạo Lức Rim,Gạo lức,100g
Mực Nhồi Gạo Lức Rim,Gạo nếp,20g
Mực Nhồi Gạo Lức Rim,Đậu Hà Lan trái,50g
Mực Nhồi Gạo Lức Rim,Bắp Mỹ,100g
Mực Nhồi Gạo Lức Rim,Gừng cắt sợi,"10g Hành tím băm Hành lá, ngò rí"
Mực Nhồi Gạo Lức Rim,Hành tím băm,
Mực Nhồi Gạo Lức Rim,"Hành lá, ngò rí",
Salad Cá Hồi,Cá hồi,350g (2 miếng)
Salad Cá Hồi,Khoai tây,300g
Salad Cá Hồi,Xà lách các loại,100g
Salad Cá Hồi,Cà chua bi,6 trái
Salad Cá Hồi,Ớt chuông đỏ cắt sợi,50g
Salad Cá Hồi,Hành tây cắt mỏng,50g
Salad Cá Hồi,"Ngò tây băm, lá quế tây băm, nước cốt chanh",
Salad Cá Hồi,Tỏi băm,
Salad Cá Hồi,"Muối, đường, tiêu xay, dầu ăn",
Mì Linguine Xào Tôm Bắp,Tôm sú bóc vỏ bỏ đuôi,200g
Mì Linguine Xào Tôm Bắp,Mì linguine sợi dẹp,250g
Mì Linguine Xào Tôm Bắp,Bắp non,100g
Mì Linguine Xào Tôm Bắp,Đậu bi bo,50g
Mì Linguine Xào Tôm Bắp,Cà chua cắt hạt lựu,1 chén
Mì Linguine Xào Tôm Bắp,Tương cà chua,2M
Mì Linguine Xào Tôm Bắp,Hành tây xắt hạt lựu,1 chén
Mì Linguine Xào Tôm Bắp,Nước cốt chanh,1m
Mì Linguine Xào Tôm Bắp,"Rau cần tây, lá quế tây, tỏi băm",
Mì Linguine Xào Tôm Bắp,"Muối, tiêu xay, dầu ăn",
Bánh Bí Đỏ Tôm Thịt,Bí đỏ gọt sạch vỏ,150g
Bánh Bí Đỏ Tôm Thịt,"Tôm sú lột vỏ, đập dập, băm sơ",50g
Bánh Bí Đỏ Tôm Thịt,Thịt nạc dăm băm,50g
Bánh Bí Đỏ Tôm Thịt,"Củ sắn cắt sợi nhỏ, vắt ráo nước",50g
Bánh Bí Đỏ Tôm Thịt,Nấm mèo ngâm nở cắt nhỏ,1M
Bánh Bí Đỏ Tôm Thịt,Lòng trắng trứng,1M
Bánh Bí Đỏ Tôm Thịt,"Hành tím băm, hành ngò cắt nhỏ, ớt băm, tiêu sọ giã bể",
Bánh Bí Đỏ Tôm Thịt,"Đường, bột nếp, dầu mè, dầu ăn.",
Cá Nướng Xốt Mayo Khoai Tây,Cá bớp fillet,250g
Cá Nướng Xốt Mayo Khoai Tây,Khoai tây,2 củ
Cá Nướng Xốt Mayo Khoai Tây,Sữa tươi có đường,3M
Cá Nướng Xốt Mayo Khoai Tây,Nước cốt chanh,1M
Cá Nướng Xốt Mayo Khoai Tây,Ớt khô,1m
Cá Nướng Xốt Mayo Khoai Tây,Gừng băm,
Cá Nướng Xốt Mayo Khoai Tây,"Lá oregano khô, ớt bột paprika",
Cá Nướng Xốt Mayo Khoai Tây,"Muối, đường, nước mắm, rượu trắng, dầu điều, dầu ăn",
Gà Quay Xốt Hành Tăm,Gà tam hoàng thả vườn,"1 con (khoảng 1,3 kg)"
Gà Quay Xốt Hành Tăm,Củ hành tăm đập dập (củ nén),150g
Gà Quay Xốt Hành Tăm,Nấm Hương ngâm mềm,100g
Gà Quay Xốt Hành Tăm,Tiêu xanh đập dập,50g
Gà Quay Xốt Hành Tăm,Hành tây,1/2 củ
Gà Quay Xốt Hành Tăm,"Ớt băm, hành lá",
Gà Quay Xốt Hành Tăm,"Đường thốt nốt, muối, nước mắm, dầu ăn, dầu điều",
Gà Quay Xốt Hành Tăm,"Mạch nha, dầu hào, tương ớt",
Lẩu Gà Hành Cần,Gà mái dầu,1/2 con (khoảng 700g)
Lẩu Gà Hành Cần,Mề gà,4 cái
Lẩu Gà Hành Cần,Cần tàu,200g
Lẩu Gà Hành Cần,Hành tím bào,100g
Lẩu Gà Hành Cần,"Ớt hiểm xanh, đỏ",15g
Lẩu Gà Hành Cần,Hành tây tím,1 củ
Lẩu Gà Hành Cần,Nấm rơm,100g
Lẩu Gà Hành Cần,Hành tây,1 củ
Lẩu Gà Hành Cần,"Hành lá, hành tím bào",
Lẩu Gà Hành Cần,"Muối, đường, nước mắm, dầu ăn.",
Tai Heo Kho Cải Chua,Tai heo,1 cái
Tai Heo Kho Cải Chua,Cải chua,200g
Tai Heo Kho Cải Chua,Thơm,50g
Tai Heo Kho Cải Chua,Cà chua bi,50g
Tai Heo Kho Cải Chua,"Hành lá, ngò gai, gừng, ớt hiểm đập dập",
Tai Heo Kho Cải Chua,"Đường, rượu trắng, dầu ăn",
Chân Giò Cuộn Hầm Sâm,Thịt chân giò rút xương,500g
Chân Giò Cuộn Hầm Sâm,Nước dùng,1.5 lít
Chân Giò Cuộn Hầm Sâm,Hồng sâm,2 củ
Chân Giò Cuộn Hầm Sâm,Đương quy,10g
Chân Giò Cuộn Hầm Sâm,Kỷ tử,10g
Chân Giò Cuộn Hầm Sâm,Táo đỏ,10g
Chân Giò Cuộn Hầm Sâm,Hạt sen tươi,50g
Chân Giò Cuộn Hầm Sâm,Cà rốt,1 củ
Chân Giò Cuộn Hầm Sâm,Củ sen gọt vỏ,100g
Chân Giò Cuộn Hầm Sâm,Hành khô băm,1m
Chân Giò Cuộn Hầm Sâm,Gừng củ,100g
Chân Giò Cuộn Hầm Sâm,Tiêu sọ đập dập,20g
Chân Giò Cuộn Hầm Sâm,Rau mùi Muối,
Chân Giò Cuộn Hầm Sâm,Ăn kèm,bún hoặc cơm
Sườn Non Om Chuối,Sườn non,300g
Sườn Non Om Chuối,Đậu hũ chiên,1 miếng
Sườn Non Om Chuối,Cà chua,3 trái
Sườn Non Om Chuối,Chuối xanh,3 trái
Sườn Non Om Chuối,Mắm tôm,1M
Sườn Non Om Chuối,Bột nghệ,1M
Sườn Non Om Chuối,"Lá tía tô, hành lá",
Sườn Non Om Chuối,"Tỏi băm Muối, tiêu xay, dầu ăn",
Cuốn Vịt Mắm Sả,"""Ức vịt",1/2 bộ (khoảng 200g)
Cuốn Vịt Mắm Sả,Giò sống,30g Cà rốt
Cuốn Vịt Mắm Sả,Gừng cắt sợi,30g
Cuốn Vịt Mắm Sả,Riềng cắt sợi,20g
Cuốn Vịt Mắm Sả,Lá lốt,10 lá
Cuốn Vịt Mắm Sả,"Sả băm, nước cốt chanh",
Cuốn Vịt Mắm Sả,"Hành tím băm, ớt hiểm băm",
Cuốn Vịt Mắm Sả,"Đường, nước mắm, ngũ vị hương, dầu ăn",
Thịt Lăn Mè,Thịt nạc đùi,400g
Thịt Lăn Mè,Giò sống,100g
Thịt Lăn Mè,Lạp xưởng áp chảo,1 cây
Thịt Lăn Mè,Nấm đông cô ngâm nở,5 tai
Thịt Lăn Mè,Cà rốt,1/2 củ
Thịt Lăn Mè,Đậu cove,50g Trứng gà 2 quả Mè trắng 100g Sả cắt khúc 2 cây (2-3cm) Hành tỏi băm 1/2m
Thịt Lăn Mè,Đầu hành lá,
Thịt Lăn Mè,Gừng cắt lát,
Thịt Lăn Mè,"Muối, tiêu, đường, ketchup, tương ớt, dầu ăn, rượu trắng",
Thịt Lăn Mè,Trang trí,"ngò tây, cà chua bi"
Tôm Mực Xào Tiêu Xanh,Tôm sú lột vỏ chừa đuôi,150g
Tôm Mực Xào Tiêu Xanh,Mực lá,150g
Tôm Mực Xào Tiêu Xanh,Tiêu xanh đập dập,30g
Tôm Mực Xào Tiêu Xanh,Tỏi bào lát,20g
Tôm Mực Xào Tiêu Xanh,Ớt cắt lát,1 trái
Tôm Mực Xào Tiêu Xanh,Măng tây,100g
Tôm Mực Xào Tiêu Xanh,Cần tây,100g
Tôm Mực Xào Tiêu Xanh,Hành tây tím,1/2 củ
Tôm Mực Xào Tiêu Xanh,"Bột năng, rượu mai quế lộ, dầu hào, dầu ăn",
Cháo Hàu Sữa Đậu Xanh,Gạo thơm,100g
Cháo Hàu Sữa Đậu Xanh,Gạo nếp,20g
Cháo Hàu Sữa Đậu Xanh,Đậu xanh hạt còn vỏ,30g
Cháo Hàu Sữa Đậu Xanh,Thịt hàu sữa,300g
Cháo Hàu Sữa Đậu Xanh,"Chanh, ớt, hành phi",
Cháo Hàu Sữa Đậu Xanh,Nước dùng,2 lít
Cháo Hàu Sữa Đậu Xanh,"Hành lá, ngò rí, rau răm",
Cháo Hàu Sữa Đậu Xanh,"Hành tím băm, tỏi băm, gừng băm",
Cháo Hàu Sữa Đậu Xanh,"Muối, tiêu, đường, nước mắm, dầu ăn",
Chả Tôm Thịt Mắc Khén,Tôm sú lột vỏ băm nhỏ,150g
Chả Tôm Thịt Mắc Khén,Thịt đùi heo,250g
Chả Tôm Thịt Mắc Khén,"Su hào lột vỏ, cắt hạt lựu",50g
Chả Tôm Thịt Mắc Khén,Tiêu xanh,1 nhánh
Chả Tôm Thịt Mắc Khén,Gạo trắng,300g
Chả Tôm Thịt Mắc Khén,Mướp hương,1 quả
Chả Tôm Thịt Mắc Khén,Nước cốt thơm,1 chén
Chả Tôm Thịt Mắc Khén,"Mắc khén rang, xay nhuyễn",1/3m
Chả Tôm Thịt Mắc Khén,Dưa leo,1 quả
Chả Tôm Thịt Mắc Khén,Xà lách tím,10g
Chả Tôm Thịt Mắc Khén,Cà chua bi,3 trái
Chả Tôm Thịt Mắc Khén,"Lá chanh,",3 lá
Chả Tôm Thịt Mắc Khén,Ngò gai cắt chỉ,5 lá
Chả Tôm Thịt Mắc Khén,Lá quế cắt nhỏ,10g
Chả Tôm Thịt Mắc Khén,Đầu hành lá,7 cái
Chả Tôm Thịt Mắc Khén,"Đường, muối, tiêu, nước mắm, dầu ăn, bột năng",
Đuôi Heo Nướng Chao,Đuôi heo,1 cái (khoảng 500g)
Đuôi Heo Nướng Chao,Chao trắng,3 viên
Đuôi Heo Nướng Chao,Đậu bắp,100g
Đuôi Heo Nướng Chao,Cà tím,1 quả nhỏ
Đuôi Heo Nướng Chao,Cà chua bi,100g
Đuôi Heo Nướng Chao,Hành tỏi băm,
Đuôi Heo Nướng Chao,Lá tía tô,
Đuôi Heo Nướng Chao,Gia vị,"Đường, muối, ngũ vị hương, sa tế, chao trắng, rượu trắng, sữa tươi không đường"
Canh Thính Đu Đủ,Bắp bò hoa,200g
Canh Thính Đu Đủ,Đu đủ,400g
Canh Thính Đu Đủ,Thính gạo,1.5M
Canh Thính Đu Đủ,Dừa nạo,300g
Canh Thính Đu Đủ,Sả cây giã nhỏ,1 cây
Canh Thính Đu Đủ,Hành tỏi băm,1M
