name,description,cook_time,level,servings,instructions,image_path
Canh Rau Má Khoai Lang,"Rau má không chỉ là món rau bổ dưỡng, mà còn có tác dụng giải nhiệt trong những ngày hè nóng bức. Để món canh rau má thú vị, đầy đủ dinh dưỡng hơn, bạn hãy thử biến tấu 1 chút và kết hợp rau má với khoai lang, giúp nước canh thêm ngọt tự nhiên, rau má giòn giòn và khoai lang bùi bùi thật hấp dẫn.",30,Dễ,4,"Rau má cắt nhỏ vừa. Khoai lang bí cắt khối vuông nhỏ, ngâm vào nước có pha ít muối.
Trộn chung thịt bò xay với giò sống và hành tím băm, nêm vào 1/2m tiêu, 1/2m bột ngọt AJI-NO-MOTO®, 1m hạt nêm Aji-ngon®, 1m bột năng, trộn đều, để 15 phút cho thấm gia vị, sau đó vo viên tròn.
Phi thơm hành tím bào, rồi cho khoai lang bí vào đảo sơ đến khi khoai lang xém cạnh, tiếp tục cho nước dùng vào nấu sôi, để lửa nhỏ cho khoai lang chín, nêm vào 1/2m muối, 1m đường, 1/2m bột ngọt AJI-NO-MOTO®, 1/2M hạt nêm Aji-ngon®, khuấy đều, cho thịt bò viên vào nấu sôi thêm 5 phút, cuối cùng cho rau má vào nấu chín rồi tắt lửa.
Múc canh ra tô, cho thêm ít tiêu và gừng sợi lên dùng nóng kèm cơm trắng.",recipe_images/Canh_rau_má_khoai_lang.jpg
Cá Kèo Chiên Chấm Tương Bần,"Cá kèo chiên vàng giòn rụm còn giữ nguyên vị tươi ngọt. Đặc biệt khi kết hợp với xốt tương bần lạ miệng, vừa beo béo vừa cay cay lại càng khiến cho món ăn thêm thú vị và hấp dẫn. Miếng cá chiên giòn tan hòa quyện trong xốt chấm tương bần sánh sệt, chắc hẳn bạn sẽ không thể ngừng thưởng thức đâu!",30,Dễ,4,"Cá kèo ướp vào 1m tiêu, 1M nước cốt chanh, trộn đều.
Đọt rau lang ngắt khúc vừa ăn, rửa sạch, ngâm vào nước có pha ít muối, vớt để ráo.
Nấu tương bần: đun nóng dầu cho tỏi băm, sả băm, ớt băm vào xào thơm, nêm 1/2m bột ngọt AJI-NO-MOTO®, 1M đường, 2M giấm gạo lên men của Ajinomoto và tương bần vào, khuấy đều, tắt lửa, cho 2M mè rang vào.
Đun sôi nước cho vào 1m muối, 1m bột ngọt AJI-NO-MOTO®, 1M dầu ăn, rồi cho rau lang vào luộc chín vớt ra, để ráo.
Chiên cá: dùng que xiên dọc theo mình cá kèo, đun nóng lượng dầu ngập xâm xấp mình cá, tẩm cá qua Aji-quick® Bột Tẩm Khô Chiên Giòn, cho vào chiên lửa vừa, đến khi cá chín, mở lửa lớn vớt cá ra, để ráo dầu.
Xếp cá ra dĩa, dùng kèm cơm trắng và rau lang luộc chấm tương bần pha.",recipe_images/Cá_kèo_chiên_chấm_tương_bần.jpg
Canh Đọt Khổ Qua Rừng Tôm Thả,"Trổ tài cuối tuần với món canh đặc trưng hương vị Việt với chút biến tấu mới lạ nhé các bạn! Nước dùng đậm đà vị ngọt của tôm tươi, thêm một chút đắng nhẹ thanh thanh của khổ qua rừng. Món ăn chế biến thật đơn giản, nhanh chóng mà lại rất giàu dinh dưỡng và dễ tiêu hóa. Bạn còn chờ gì nữa mà không cùng vào bếp chế biến món ăn thanh mát này nhỉ!",25,Dễ,4,"Đọt khổ qua rửa sạch với nước muối loãng, để ráo cắt khúc vừa ăn. Đầu hành trắng đập dập băm nhỏ, phần lá cắt nhỏ.
Tôm thẻ để vỏ, cắt đầu đuôi, xẻ lưng bỏ phần chỉ đen, đập dập băm sơ rồi trộn đều với hành lá, nêm 1/2m tiêu sọ bể, 1/2m hạt nêm Aji-ngon®, 1m bột ngọt AJI-NO-MOTO®, 1m bột năng, trộn đều.
Đun sôi nước dùng cho, múc tôm thả vào nấu 5 phút, nêm 1/4m muối, 1m đường, 1m bột ngọt AJI-NO-MOTO®, 1M hạt nêm Aji-ngon®, 1M nước mắm, khuấy tan, cuối cùng cho đọt khổ qua vào đảo đều, tắt lửa.
Múc canh ra tô cho thêm ít tiêu xay lên, dùng kèm với cơm trắng.",recipe_images/Canh_đọt_khổ_qua_rừng_tôm_thả.jpg
Cá Cuốn Tôm Chiên Xốt Quả Bơ,"Là kết hợp hoàn hảo giữa cá chẽm chiên giòn và nhân tôm ngọt thịt, đậm đà, quyện sánh cùng xốt trái bơ béo nhẹ thơm mùi đặc trưng, món cuốn này không chỉ thơm ngon mà còn giúp bổ sung thêm canxi và omega 3 cho cả nhà, nhất là những bé biếng ăn hải sản đó!",20,Dễ,4,"Cá chẽm cắt lát chữ nhật 6x4cm, ướp với 1 ít tiêu, 1M nước cốt chanh.
Tôm bỏ đầu, bóc vỏ, chừa đuôi, khứa nhẹ dưới bụng tôm cho tôm duỗi thẳng ra, ướp tôm cùng với cá.
Bơ dùng nĩa tán nhuyễn.
Đặt miếng cá ra thớt, rắc 1 lớp mỏng Aji-Quick® Bột Tẩm Khô Chiên Giòn lên, rồi xếp tôm và vài lá húng lủi vào, cuộn tròn, dùng tăm ghim cho chắc.
Làm xốt bơ: Xay nhuyễn hỗn hợp: 2M Xốt Mayonnaise Aji-mayo®, 1M sữa tươi có đường, 1M dưa nụ và bơ chín.
Tẩm cuộn cá qua 1/2 gói Aji-Quick® Bột Tẩm Khô Chiên Giòn, cho vào chiên ngập dầu, đến khi chín vàng giòn, vớt ra để ráo dầu.
Gỡ bỏ tăm, xếp cuốn cá ra dĩa cùng xà lách, dưa leo, húng lủi và ớt sợi, dùng kèm xốt bơ.",recipe_images/Cá_cuốn_tôm_chiên_xốt_quả_bơ.jpg
Canh Rong Biển Thịt Bò,"Thịt bò và rong biển vẫn thường là cặp đôi rất hay được chế biến cùng nhau bởi hương vị rất đặc trưng và hoà hợp của chúng. Thêm một chút biến tấu của đầu bếp Món Ngon Mỗi Ngày, kết hợp thêm vị ngọt tự nhiên, dìu dịu của bí đỏ, nấm kim châm, cả nhà sẽ có một món canh thật hấp dẫn đó!",25,Dễ,4,"Thịt bò cắt lát mỏng ướp với 1/3m bột ngọt AJI-NO-MOTO®, 1m nước tương “Phú Sĩ”, 1m dầu ăn, để thấm.
Rong biển khô ngâm với nước lạnh đến khi nở hết, vớt ra để ráo nước. Bí đỏ cắt khối 2cm. Nấm kim châm tách nhỏ. Ngò rí cắt nhỏ.
Phi thơm hành tím băm với dầu ăn, cho bí đỏ vào xào săn, thêm 1.2 lít nước vào nấu sôi, nêm 1/2m muối, 1m hạt nêm Aji-ngon®, 1m bột ngọt AJI-NO-MOTO®, nấu đến khi bí chín mềm, cuối cùng cho rong biển, nấm kim châm và thịt bò vào nấu sôi, nếm vị vừa ăn, tắt lửa.
Cho canh ra tô, rắc ít tiêu, ngò rí, dùng nóng với cơm.",recipe_images/Canh_rong_biển_thịt_bò.jpg
Gỏi Bò Rau Mầm,"Món gỏi bò rau mầm rất thích hợp để ăn trong những ngày nóng, hoặc làm món khai vị trong các bữa tiệc. Hương vị thịt bò chín vừa, thấm vị ăn cùng nước trộn chua cay mặn ngọt hài hoà càng tôn lên vị hăng nhè nhẹ đặc trưng của rau mầm xanh non!",20,Dễ,4,"Thịt bò cắt lát mỏng khoảng 1cm, dần sơ, ướp với 1m đường, 1/2m bột ngọt AJI-NO-MOTO®, 1/3m muối, 1m nước tương “Phú Sĩ”, 1m dầu mè, 1/2M tỏi băm, để thấm.
Cà chua bi cắt đôi. Hành tây tím bào mỏng, ngâm vào nước lạnh 10 phút.
Áp chảo thịt bò cho chín, lấy ra để nguội, cắt sợi.
Pha nước trộn gỏi gồm 1m muối, 2M đường, 3M giấm gạo lên men của Ajinomoto, 1M tương ớt, 1M tỏi ớt băm.
Trộn gỏi: trộn hành tây với 1/2 lượng rau mầm, cà chua bi, ớt sừng, 1/2 lượng thịt bò với 2/3 lượng nước trộn.
Xếp phần rau mầm còn lại ra đĩa, rồi cho phần rau và thịt bò đã trộn lên, cuối cùng cho lượng thịt bò còn lại và rắc hành phi, mè rang lên trên. Khi ăn rưới thêm phần xốt còn lại và trộn đều, ăn kèm bánh phồng tôm.",recipe_images/Gỏi_bò_rau_mầm.jpg
Bắp Bò Kho Thơm,"Bắp bò vừa chín, đậm đà ngọt thịt, kho cùng củ sen giòn và dẻo thơm thơm mùi gừng và nước tương, không chỉ là cách chế biến tôn lên hương vị đặc trưng của món ăn mà còn đảm bảo dưỡng chất và giúp tiêu hoá dễ dàng lại nhẹ bụng. Thật là một món ngon hoàn hảo phải không nào!",40,Dễ,4,"Bắp bò chần nhanh qua nước sôi có rượu trắng và ít gừng cắt sợi, vớt ra, cắt miếng 4x3cm. Ướp với 1m bột ngọt AJI-NO-MOTO®, 1.5m muối, 1.5M đường, 2M nước tương “Phú Sĩ”, 1M rượu trắng, 1M tỏi băm, 1m ớt bột, để thấm.
Củ sen cắt lát dày 7 li, ngâm trong nước có pha muối. Thơm cắt rẻ quạt. Cà chua bi khứa chữ thập. Sả đập dập, cắt khúc. Hoa hồi, quế chi rang thơm.
Đun nóng dầu điều trong nồi áp suất, phi thơm 1M gừng cắt sợi, cho thịt bò vào xào săn, thêm nước dừa tươi vào kho 15 phút.  Mở nắp, thêm củ sen, hành tím vào kho tiếp 5 phút, tiếp tục cho ớt sừng, thơm vào kho không đậy nắp khoảng 10 phút, cuối cùng cho cà chua bi kho thêm 5 phút, nếm vị vừa ăn, tắt lửa.
Cho món ăn ra đĩa, rắc ít tiêu, ngò rí lên, ăn kèm với cơm nóng.",recipe_images/Bắp_bò_kho_thơm.jpg
Chân Giò Kho Tương Sả,"Biến tấu chân giò với món kho, cho miếng thịt chân giò chín mềm nhưng vẫn giữ được độ giòn của phần da sần sật thật đã miệng. Đặc biệt, nước kho đậm đà thơm vị béo nhẹ của nước cốt dừa khi ăn kèm các loại rau củ tươi ngọt giúp hương vị thật cân bằng và chẳng ngán chút nào!",35,Dễ,4,"Cà tím chẻ đôi, cắt khúc 3cm, ngâm qua nước có ít muối. Ớt Đà Lạt cắt miếng vừa ăn. Hành tây cắt múi cau. Sả cây đập dập, cắt khúc.
Chân giò rửa sạch, lạng bớt phần nạc, ướp 1.5m muối, 1/2m bột ngọt AJI-NO-MOTO®, 1m nước hành tỏi, cuộn tròn, chần qua nước sôi có ít sả đập giập và 1M giấm gạo lên men của Ajinomoto, vớt ra, để nguội, cắt khoanh dày 3cm, dùng chỉ cột lại.
Ướp thịt chân giò với 1m ớt bột, 1m muối, 1m hạt nêm Aji-ngon®, 1M đường, 2/3 chén tương hột, 2M nước sả, 1M nước hành tỏi, để 10 phút cho thấm.
Đun nóng dầu điều, cho sả cây, hành tím củ, ớt hiểm vào phi thơm, rồi cho thịt chân giò vào xào săn, thêm nước dừa vào, kho lửa riu riu cho chân giò thấm vị, tiếp tục cho cà tím vào, nấu sôi 7 phút, cuối cùng thêm ớt Đà Lạt, hành tây, nước cốt dừa, nấu sôi, tắt lửa.
Cho món ăn ra dĩa, ăn kèm với cơm hoặc bánh mì.",recipe_images/Chân_giò_kho_tương_sả.jpg
Khổ Qua Chiên Me Cay,"Khổ qua chiên vừa giòn giòn, cay nhẹ vừa thấm vị xốt me chua chua là món ngon hấp dẫn để ăn chơi cũng hợp, mà ăn cùng salad cũng ngon miệng không ngờ đó. Hãy cùng Món Ngon Mỗi Ngày biến tấu và làm mới thực đơn hằng ngày của gia đình bạn nhé!",25,Dễ,4,"Khổ qua rửa sạch, cắt mỏng 2 ly. Cà rốt cắt sợi 3 ly, phơi hơi héo hoặc sấy nhẹ. Đậu hũ cắt miếng mỏng, cắt sợi. Lá boa-rô cắt nhỏ, cọng boaro băm nhỏ.
Hòa tan 1/2 chén nước me với 1/2m bột ngọt AJI-NO-MOTO®, 3M đường, 1m ớt băm và 2M nước tương “Phú Sĩ”.
Tẩm khổ qua, đậu hũ và cà rốt với bột, cho vào chiên vàng giòn, vớt ra để ráo dầu.
Phi cọng boa-rô vàng thơm, cho hỗn hợp nước me đã pha vào nấu sôi đến khi cạn còn 1/2, tắt lửa. Trút khổ qua, cà rốt, đậu hũ và lá boa-rô vào, trộn đều.
Cho khổ qua ra dĩa, rắc mè rang lên trên, ăn kèm với các loại salad.",recipe_images/Khổ_qua_chiên_me_cay.jpg
Miến Xào Hến Xốt Me,"Một món ngon nhẹ bụng nhưng vẫn đầy đủ dưỡng chất cho những ngày “làm biếng”, với vị chua nhẹ thơm thơm của miến xốt me, xen lẫn thịt hến mẩy và mọng, cho vị ngon thanh nhẹ, ngọt tự nhiên.",30,Dễ,4,"Miến ngâm nở, cắt khúc. Cà rốt và ớt chuông cắt sợi. Hành lá cắt khúc.
Hến ướp với 1/2m muối, 1/2m tiêu, 1m gừng băm. Thịt cắt mỏng, ướp với 1m đường, 1/2m bột ngọt AJI-NO-MOTO®, 1/2m muối, 1/3m tiêu.
Pha hỗn hợp xào gồm: 1/2m bột ngọt AJI-NO-MOTO®, 1M đường, 1/2 chén nước cốt me, 2M nước tương “Phú Sĩ”, ớt hiểm băm, khuấy cho tan gia vị.
Phi thơm hành tỏi băm, gừng băm, cho thịt vào xào vừa chín tới, đổ hến vào trộn đều, trút ra dĩa.
Tiếp tục phi thơm hành tỏi, cho cà rốt, ớt chuông vào xào nhanh, rồi thêm miến, giá, hẹ, ớt sợi và hỗn hợp xốt xào vào, giảm bớt lửa, dùng 5-6 cây đũa đánh tơi phần miến, cuối cùng cho thịt heo và hến vào trộn chung, nếm vị vừa ăn, tắt lửa.
Cho miến xào hến ra đĩa, rắc hành ngò, tiêu, hành phi lên trên, dùng nóng.",recipe_images/Miến_xào_hến_xốt_me.jpg
Cá Rô Phi Kho Lá Lốt,"Cá kho là món rất quen thuộc, nhưng khi sánh đôi cùng lá lốt sẽ mang đến hương vị thơm ngon đặc biệt.  Miếng cá săn, thấm vị bỗng trở nên khó cưỡng khi đắm mình trong nước kho sóng sánh và thịt ba chỉ bóng mượt, đậm đà.",30,Dễ,4,"Cá khứa xéo. Thịt ba chỉ cắt con chì. Ướp cá và thịt với 1m bột ngọt AJI-NO-MOTO®, 1/2m muối, 1/2m tiêu, 3M nước mắm, 1M hành tỏi băm, trộn đều.
Lá lốt cắt khúc 2cm. Ớt hiểm đập dập.
Đun nóng dầu ăn, cho thịt ba chỉ vào ram cho xém mặt, thêm 1M đường vào đảo cho lên màu, rồi cho hành tỏi băm, ớt hiểm và cá vào xốc đều, cho 1/2 lít nước dừa vào, kho lửa nhỏ. Khi nước cạn còn hơi sệt, cho lá lốt và hành lá cắt khúc vào đảo đều.
Cho cá ra dĩa, rắc ít tiêu, dùng với cơm trắng.",recipe_images/Cá_rô_phi_kho_lá_lốt.jpg
Canh Chua Cá Củ Thì Là,"Ngày nóng nực, không gì hấp dẫn hơn là một tô canh chua chua cay nhẹ, thơm mùi củ thì là. Chưa kể, ăn một miếng cá hơi dai bên ngoài, săn chắc, và ngọt thịt bên trong, thêm một miếng bún thanh mát, chao ôi miếng ngon như “tan” ra trong miệng!",20,Dễ,4,"Cá chim cắt đôi, rắc chút muối, chiên sơ.
Cà chua cắt múi cau. Thơm cắt rẻ quạt. Đậu bắp cắt lát xéo. Củ thì là cắt sợi. Hành lá cắt khúc 1cm.
Đun sôi 1.5 lít nước, cho 1 gói Aji-quick® Gia vị nêm sẵn Lẩu Thái vào, rồi cho cá vào nấu chín, cho tiếp đậu bắp, cà chua, thơm vào nấu vừa chín tới, nếm vị vừa ăn, cuối cùng cho giá sống, củ thì là cắt sợi và hành lá vào, tắt lửa.
Múc canh ra tô, cho 1M tỏi phi dầu và ớt sừng cắt lát lên. Dùng nóng với cơm hoặc bún.",recipe_images/Canh_chua_cá_củ_thì_là.jpg
Salad Đậu Cay,"Không chỉ hấp dẫn với màu sắc tươi non ngon mắt của rau xanh, món Salad đậu cay càng hấp dẫn hơn khi vị ngọt mềm của thịt bò được ăn kèm với chút  giá, cà rốt vừa giòn vừa ngọt, quyện trong sự cay nồng của ớt và vị chua béo nhè nhẹ của nước sốt.  Tất cả cùng hòa hợp tạo nên một bản giao hưởng hương vị thật thú vị!",20,Dễ,4,"Bò cắt miếng mỏng, ướp với 1/2m hạt nêm Aji-ngon®, 1/3m tiêu, 1/3m đường, 1m tỏi băm, 1M tương ớt Hàn Quốc, để thấm.
Đậu hũ cắt miếng vuông mỏng kích thước 3x3cm, chiên vàng, để ráo dầu. Xà lách carol cắt khúc dài 5cm. Cà rốt cắt sợi. Rau quế cắt nhỏ.
Phi thơm tỏi băm, cho thịt bò vào xào đến khi chín tới, tắt bếp, trút ra để riêng.
Trộn đều đậu hũ chiên, giá sống, cà rốt, rau carol, bò với 1/2m ớt băm, 1M tương ớt Hàn Quốc, 2M xốt Mayonnaise Aji-Mayo®.
Cho các nguyên liệu vừa trộn ra dĩa, thêm rau quế, rắc mè rang, bắt lưới xốt Mayonnaise Aji-Mayo® lên trên. Khi ăn trộn đều.",recipe_images/Salad_đậu_cay.jpg
Canh Chua Gà Bông So Đũa,"Với vị chua thanh tự nhiên từ cà chua và me, vì ngọt đậm đà từ các loại rau nêm và miếng gà chín mềm, ngọt thịt, Canh gà nấu bông so đũa chắc hẳn sẽ là món ngon giải nhiệt ngày nóng vừa thanh mát, vừa giúp chống oxy hoá lại rất đầy đủ dinh dưỡng nữa đó!",20,Dễ,4,"Ướp gà với 1/3m tiêu, 1m đường, 1/2m muối, 1m hạt nêm Aji-ngon®, 1M hành tỏi băm, để thấm.
Bông so đũa nhặt sạch, bỏ nhụy. Cà chua cắt múi cau. Đậu bắp, bạc hà cắt miếng xéo. Thơm cắt rẻ quạt. Ớt hiểm đập dập. Rau om, ngò gai cắt nhỏ.
Phi thơm hành tỏi băm với dầu ăn, cho gà vào xào săn, thêm 1,5 lít nước và nêm vào 2m đường, 1m bột ngọt AJI-NO-MOTO®, 2M hạt nêm Aji-ngon®, 1 chén nước cốt me, khuấy đều, nấu đến khi gà chín tới, cho cà chua, thơm và ớt hiểm và, đun sôi, cho tiếp bạc hà, đậu bắp và bông so đũa vào nấu sôi, thêm rau om, ngò gai và 2M nước mắm, tắt lửa.
Cho canh ra tô, cho tỏi phi và ít tiêu lên trên. Dùng với bún hoặc cơm trắng.",recipe_images/Canh_chua_gà_bông_so_đũa.jpg
Mì Soba Xào Kiểu Nhật,"Món mì soba xào mang đến hương vị ẩm thực Nhật Bản thơm ngon hoà quyện giữa rau củ tươi ngon, thịt áp chảo vừa chín tới rất hài hòa và cân bằng dinh dưỡng. Kèm thêm nước xốt chua ngọt Okomomiyaki mang hương vị đặc trưng, món mì xào nóng hổi, thêm chút tiêu thơm thơm càng giúp món ăn thêm hấp dẫn đó!",20,Dễ,4,"Thịt cắt lát mỏng ướp 1m hành tím băm, 1/2m hạt nêm Aji-ngon®, 1 ít tiêu, 1m nước tương “Phú Sĩ”, để thấm.
Trộn đều mì Soba với 2m nước tương “Phú Sĩ”.
Hành tây tím, cà rốt cắt sợi nhỏ. Ớt sừng cắt hình thoi. Hành boa-rô cắt lát xéo 0.5cm.
Cho ít dầu vào chảo, cho mì soba vào áp chảo cho mì thơm, để riêng.
Đun nóng ít dầu, cho thịt ba chỉ vào áp chảo cho săn và thơm, lấy ra để riêng, thêm dầu vào chảo, phi thơm tỏi, cho cà rốt, giá hẹ, hành tây tím, ớt sừng vào xào nhanh, sau đó cho mì soba vào lại, nêm 1m hạt nêm Aji-ngon®, 1.5M xốt Okonomiyaki, thêm 1/2m dầu mè, hành boa-rô, trộn đều, nếm vị vừa ăn, tắt lửa.
Cho mì xào rau củ ra dĩa, thêm thịt ba chỉ áp chảo lên trên, rắc thêm tiêu, dùng nóng.",recipe_images/Mì_Soba_Xào_Kiểu_Nhật.jpg
